,App_Name,App_Size,currency,App_Price,Type,Review_count,User_Rating,Content_Rating,Category
4494,Face Shape Meter - find out face shape from photo,25456640,USD,1.99,Paid,21,1.5,4+,Lifestyle
4495,Gear Miner,99209216,USD,0.0,Free,58,4.0,4+,Games
4496,GoGoCat,91468800,USD,0.0,Free,0,0.0,12+,Games
4497,Warriors of Glory,804577280,USD,0.0,Free,1380,4.5,12+,Games
4498,BlazBlue RR - the Real Action Game,446949376,USD,0.0,Free,1091,4.0,12+,Games
4499,Goth Emoji,30568448,USD,0.99,Paid,70,2.0,17+,Utilities
4500,Metal Emoji,35203072,USD,0.99,Paid,0,0.0,12+,Utilities
4501,Zombie Castaways,144084992,USD,0.0,Free,17865,4.5,4+,Games
4502,BrainConnect,28930048,USD,0.99,Paid,0,0.0,4+,Games
4503,Save The Line,28693504,USD,0.0,Free,72,3.0,4+,Games
4504,Cosmic Challenge: Best online space racing game,451740672,USD,0.0,Free,387,4.5,4+,Games
4505,Handball EM 2016 Polen,8167424,USD,0.99,Paid,0,0.0,4+,Sports
4506,Ice Age: Arctic Blast,213266432,USD,0.0,Free,1523,4.5,4+,Games
4507,Dark Sword,176114688,USD,0.0,Free,475,4.5,12+,Games
4508,Bar Oasis 2 Aftertaste 01,268592128,USD,3.99,Paid,21,5.0,17+,Games
4509,KQ MiniSynth,20305920,USD,5.99,Paid,15,5.0,4+,Music
4510,Be-be-bears,480781312,USD,2.99,Paid,0,0.0,4+,Games
4511,Sniper: Traffic Hunter,91393024,USD,0.0,Free,239,4.0,12+,Games
4512,Solo Selfie,140281856,USD,0.0,Free,1799,4.0,4+,Photo & Video
4513,Wheel of Fortune PUZZLE POP,191639552,USD,0.99,Paid,732,4.0,4+,Games
4514,Trump Dump ,36849664,USD,0.0,Free,4544,4.5,9+,Games
4515,Spike Run,165801984,USD,0.0,Free,39,4.0,4+,Games
4516,Mods Explorer  for PocketMine MP,12660736,USD,0.99,Paid,12,2.0,4+,Games
4517,Head of State,88228864,USD,2.99,Paid,106,4.0,12+,Games
4518,Drop Flip,114199552,USD,1.99,Paid,9752,4.5,4+,Games
4519,Circlify,110781440,USD,0.0,Free,109,4.0,4+,Games
4520,Choices: Stories You Play,108666880,USD,0.0,Free,33698,4.5,12+,Games
4521,Glory of Generals 2,111140864,USD,0.0,Free,122,3.5,9+,Games
4522,Bushido Bear,284124160,USD,0.0,Free,2088,4.5,9+,Games
4523,Last City,720732160,USD,0.99,Paid,23,3.0,12+,Games
4524,"Hello, MrRich",147336192,USD,0.0,Free,138,4.5,4+,Games
4525,"DSLR Lens Kit ,RAW files and Dual-lens supported",2689024,USD,1.99,Paid,1,4.0,4+,Photo & Video
4526,Emilys Polar Adventure,100721664,USD,0.0,Free,37,4.0,4+,Games
4527,The Lost Heir 2: Forging a Kingdom,63964160,USD,2.99,Paid,111,5.0,12+,Games
4528,ULTIMATE Lucky Block Mod for Minecraft PC Edition Plus MC Pocket Guide,9359360,USD,1.99,Paid,1802,4.0,4+,Entertainment
4529,"CubeMator - Craft, Build and Explore the World",150966272,USD,0.0,Free,273,4.5,4+,Games
4530,Streets  Street View Browser,26762240,USD,1.99,Paid,10,4.5,4+,Navigation
4531,File New - Photo Editor,153460736,USD,0.99,Paid,49,4.5,4+,Photo & Video
4532,Ready Jet Go Space Explorer,572466176,USD,0.0,Free,34,3.5,4+,Education
4533,Lacrosse Arena,105975808,USD,1.99,Paid,23,3.5,4+,Games
4534,Lords Mobile,351562752,USD,0.0,Free,10263,4.5,9+,Games
4535,Jump Buddies,248603648,USD,0.0,Free,378,4.5,4+,Games
4536,Gravity Island - Shiros Adventure,68615168,USD,0.0,Free,18,4.5,4+,Games
4537,Super Candy: Lets Fix it,87786496,USD,0.0,Free,53,4.0,4+,Games
4538,Dr Panda Racers,272375808,USD,2.99,Paid,30,4.0,4+,Education
4539,Themeable,54550528,USD,1.99,Paid,684,3.0,4+,Utilities
4540,Talisman: Horus Heresy,108940288,USD,1.99,Paid,34,3.5,4+,Games
4541,My Little Pony: Harmony Quest,714358784,USD,0.0,Free,2265,4.0,4+,Entertainment
4542,Brain IQ Test Adventure,26583040,USD,0.99,Paid,0,0.0,4+,Games
4543,60 Seconds Atomic Adventure,348491776,USD,3.99,Paid,346,4.0,12+,Games
4544,Blackwell 5: Epiphany,1866697728,USD,3.99,Paid,46,5.0,12+,Games
4545,Nackt gut aussehen,59819008,USD,4.99,Paid,0,0.0,4+,Health & Fitness
4546,Strawberry Shortcake Dress Up Dreams,512804864,USD,0.0,Free,796,4.0,4+,Entertainment
4547,Nasty Goats  a Game Shakers App,284321792,USD,0.0,Free,468,4.0,4+,Games
4548,Into Mirror,71281664,USD,0.0,Free,27,4.0,9+,Games
4549,Free-Motion Quilting Idea App,261696512,USD,2.99,Paid,10,2.0,17+,Education
4550,Blade of Elemental,328126464,USD,0.99,Paid,3,5.0,12+,Games
4551,GREEiN,36721664,USD,0.99,Paid,0,0.0,4+,Sports
4552,Space Marshals 2,590484480,USD,4.99,Paid,524,4.5,12+,Games
4553,Spiral Splatter,134116352,USD,0.0,Free,62,3.5,4+,Games
4554,Hero Generations,184811520,USD,4.99,Paid,67,4.5,9+,Games
4555,Footaction,61330432,USD,0.0,Free,364,4.0,4+,Shopping
4556,Spin It Rich Casino Slots: Free Slot Machines,150571008,USD,0.0,Free,8402,4.5,12+,Games
4557,Fit Girls Guide,33677312,USD,0.0,Free,397,4.0,12+,Health & Fitness
4558,Endless Frontier - Idle RPG with Tactical PVP,107478016,USD,0.0,Free,2163,4.5,4+,Games
4559,Chaos Chronicle,132649984,USD,0.0,Free,1878,4.5,12+,Games
4560,Perfect Square,58110976,USD,0.0,Free,70,3.5,4+,Games
4561,Pumped BMX 3,161188864,USD,3.99,Paid,447,4.5,4+,Games
4562,Guns of Infinity,58309632,USD,4.99,Paid,80,5.0,12+,Games
4563,Hop Shot,128888832,USD,0.0,Free,737,4.5,4+,Games
4564,Wizard of OZ: Magic Match,160321536,USD,0.0,Free,24507,4.5,4+,Games
4565,King Rabbit,109119488,USD,0.0,Free,1771,4.5,9+,Games
4566,Flying Car Simulator 3D: Stunt Bus,60965888,USD,0.0,Free,59,4.0,4+,Games
4567,"Away  Meditation  mindfulness to sleep, relax, focus, breathe",75829248,USD,2.99,Paid,184,4.5,4+,Health & Fitness
4568,Smashy Road: Arena,208391168,USD,0.0,Free,3207,4.5,9+,Games
4569,Dr Panda School,143629312,USD,2.99,Paid,62,4.0,4+,Education
4570,Doomsday Clicker,198155264,USD,0.0,Free,4910,4.5,9+,Games
4571,Escape With Words,267543552,USD,0.0,Free,402,4.5,4+,Games
4572,Bridge Construction Simulator 3D a Real City Building Physics Sim,320579584,USD,0.0,Free,653,4.0,4+,Games
4573,Jump Numbers,196047872,USD,2.99,Paid,25,5.0,4+,Education
4574,Ghostbusters: Slime City,521508864,USD,0.0,Free,5111,4.5,12+,Games
4575,LEGO Jurassic World,1016400896,USD,4.99,Paid,602,4.0,9+,Games
4576,CLUE Bingo: Valentines Day,106405888,USD,0.0,Free,497,4.5,12+,Games
4577,Spoon Pet Collector,69463040,USD,0.0,Free,282,4.5,4+,Games
4578,Miitomo,112008192,USD,0.0,Free,23965,4.0,4+,Social Networking
4579,Cardiograph,58401792,USD,1.99,Paid,98,4.5,4+,Health & Fitness
4580,Goal Finger,37151744,USD,0.0,Free,169,3.0,4+,Games
4581,MP3 Music Player  Streamer for Clouds,12675072,USD,0.0,Free,329,3.0,4+,Music
4582,Galaga Wars,230596608,USD,0.0,Free,2129,4.5,4+,Games
4583,Pro Series Drag Racing,433164288,USD,0.0,Free,495,3.5,12+,Games
4584,Dark Parables: Queen of Sands - A Mystery Hidden Object Game Full,1192589312,USD,6.99,Paid,184,4.5,9+,Games
4585,Hammer Bomb - Creepy Dungeon Mazes,101526528,USD,0.0,Free,1784,4.5,9+,Games
4586,Haunted Hotel: Phoenix - A Mystery Hidden Object Game Full,896477184,USD,6.99,Paid,52,4.5,9+,Games
4587,Game Studio Tycoon 3  Gaming Business Simulation,188443648,USD,4.99,Paid,58,4.5,4+,Games
4588,Fire Fu,111337472,USD,1.99,Paid,3,3.5,9+,Games
4589,Deamons Dungeon,72083456,USD,0.0,Free,7,4.0,4+,Games
4590,Sumikko gurashi-Puzzling Ways,424565760,USD,0.0,Free,0,0.0,4+,Games
4591,SoundCloud Pulse: for creators,18540544,USD,0.0,Free,240,3.0,4+,Social Networking
4592,WRIO Keyboard,36356096,USD,1.99,Paid,54,3.0,4+,Utilities
4593,Mods for Minecraft PC  Addons for Minecraft PE,34062336,USD,1.99,Paid,1560,4.5,4+,Utilities
4594,Fleeing the Complex,63365120,USD,0.99,Paid,15,4.5,9+,Games
4595,Real Bouncy Basketball,59183104,USD,0.0,Free,455,4.0,4+,Games
4596,Spirits of Mystery: Chains of Promise - A Hidden Object Adventure Full,972818432,USD,6.99,Paid,44,4.0,9+,Games
4597,Willy Wonka Slots: Vegas Casino Slot Machines,117741568,USD,0.0,Free,17436,4.5,12+,Games
4598,LEGO Ninjago: Skybound,289332224,USD,0.0,Free,239,4.0,9+,Games
4599,AbemaTV-,128454656,USD,0.0,Free,28,4.0,17+,Entertainment
4600,Lost Socks: Naughty Brothers,821411840,USD,0.0,Free,115,4.0,9+,Games
4601,LikeSo,26404864,USD,0.99,Paid,47,4.0,4+,Lifestyle
4602,"BlurEffect-Blur Photo  Video, Hide Face",43022336,USD,0.0,Free,0,0.0,4+,Photo & Video
4603,Smashy City,102383616,USD,0.0,Free,8742,4.5,9+,Games
4604,My Town : Stores,336269312,USD,2.99,Paid,127,4.0,4+,Entertainment
4605,GeoBots VR,224098304,USD,0.99,Paid,13,4.0,4+,Games
4606,UDON,95727616,USD,0.0,Free,3,5.0,4+,Games
4607,Clash of Richers 3 3,390078464,USD,0.0,Free,0,0.0,9+,Games
4608,Bike Traffic Rider an Extreme Real Endless Road Racer Racing Game,229864448,USD,0.0,Free,1052,5.0,4+,Games
4609,Apestorm: Full Bananas,202067968,USD,1.99,Paid,3,2.5,9+,Games
4610,Super Arc Light,109820928,USD,1.99,Paid,1246,4.0,4+,Games
4611,Patchwork The Game,113985536,USD,2.99,Paid,346,4.0,4+,Games
4612,Street Fighter V Official Frame Data App,53233664,USD,1.99,Paid,34,2.0,4+,Entertainment
4613,Mathpix - Solve and graph math using pictures,27535360,USD,0.0,Free,83,3.5,4+,Education
4614,Mr Crab 2,114213888,USD,0.0,Free,989,4.0,4+,Games
4615,Flick Rugby 16,33746944,USD,0.0,Free,57,4.5,4+,Games
4616,Finding Dory: Just Keep Swimming,386340864,USD,3.99,Paid,93,3.5,4+,Entertainment
4617,Combo Critters,88105984,USD,0.0,Free,2196,4.5,4+,Games
4618,Driving School 2016,293660672,USD,0.0,Free,26685,4.5,4+,Games
4619,CATTCH,396023808,USD,1.99,Paid,40,4.5,4+,Games
4620,Trio,132141056,USD,0.0,Free,300,4.0,4+,Games
4621,80s Arcade Nes Games : Best Retro Collection,90843136,USD,1.99,Paid,362,1.0,4+,Entertainment
4622,Inner Circle,29589504,USD,0.0,Free,3,4.5,4+,Games
4623,PROF - SNS,119186432,USD,0.0,Free,0,0.0,17+,Photo & Video
4624,The Bomb,172889088,USD,0.0,Free,74,4.0,4+,Games
4625,IAmNaughty  Dating App to Meet New People Online,40430592,USD,0.0,Free,463,3.0,17+,Social Networking
4626,Twisty Wheel,192272384,USD,0.0,Free,3148,4.5,4+,Games
4627,Colorcube,37438464,USD,0.99,Paid,119,4.5,4+,Games
4628,Muslim Emoji,38044672,USD,0.0,Free,62,3.5,4+,Entertainment
4629,Mystery Trackers: Winterpoint Tragedy - A Hidden Object Adventure Full,934126592,USD,6.99,Paid,91,4.0,9+,Games
4630,APEX,74776576,USD,0.0,Free,96,4.5,4+,Games
4631,Flutter: Starlight,110692352,USD,0.0,Free,1714,4.5,4+,Games
4632,VR Roller Coaster for Google Cardboard,113678336,USD,0.0,Free,266,3.5,4+,Games
4633,Trapdoors,35696640,USD,0.0,Free,133,3.5,4+,Games
4634,My Sweet Farm,83778560,USD,0.0,Free,17,4.5,4+,Games
4635,WordBrain 2,150532096,USD,0.0,Free,4577,4.5,4+,Games
4636,HISTORY Vault,51880960,USD,0.0,Free,239,4.0,12+,Entertainment
4637,Quartz  News in a whole new way,45088768,USD,0.0,Free,1267,4.0,12+,News
4638,Stirfry Stunts  We Bare Bears Cooking Game Starring Chef Ice Bear,366301184,USD,0.0,Free,525,4.0,4+,Games
4639,Sparkwave,66155520,USD,0.0,Free,170,3.5,4+,Games
4640,Tennis Bits,154455040,USD,0.0,Free,316,4.0,4+,Games
4641,1000m Zombie Escape,116008960,USD,0.0,Free,85,4.0,9+,Games
4642,PINKFONG 123 Numbers,61712384,USD,0.0,Free,17,4.5,4+,Education
4643,Jewel Mania: Valentines,134692864,USD,0.0,Free,135,4.0,4+,Games
4644,Foodie - Delicious Camera for Food,44275712,USD,0.0,Free,144,3.5,4+,Photo & Video
4645,Push the Arrow,63624192,USD,0.0,Free,62,3.0,4+,Games
4646,The Build Battle : Mini Game With Worldwide Multiplayer,102461440,USD,0.99,Paid,167,4.0,9+,Games
4647,Weather by Tinybop,285985792,USD,2.99,Paid,33,4.0,4+,Education
4648,Nicki Minaj: The Empire,601800704,USD,0.0,Free,5196,4.5,12+,Music
4649,Road to be King,150823936,USD,0.0,Free,158,4.5,9+,Games
4650,Danse Macabre: Thin Ice - A Mystery Hidden Object Game Full,1180584960,USD,6.99,Paid,52,4.5,9+,Games
4651,Catch Rate,28363776,USD,0.0,Free,691,4.0,4+,Games
4652,League of Legends Friends,97852416,USD,0.0,Free,420,3.5,4+,Social Networking
4653,Go No MM Even amateur exit the record,41119744,USD,0.0,Free,0,0.0,4+,Games
4654,LEAD ZAQ Battle Version,121710592,USD,0.0,Free,0,0.0,4+,Games
4655,Crime City Real Action Simulator Theft kill shooting- sniper game,295357440,USD,0.0,Free,105,3.0,17+,Games
4656,Star Knight,512762880,USD,0.99,Paid,354,4.5,12+,Games
4657,Fear for Sale: City of the Past HD - A Hidden Object Mystery Full,2033625088,USD,6.99,Paid,46,4.5,9+,Games
4658,Dream City: Metropolis,162561024,USD,0.0,Free,2181,4.0,4+,Games
4659,Protect The Planet,45170688,USD,0.0,Free,86,4.0,4+,Games
4660,Diner Dynasty,111960064,USD,0.0,Free,342,4.0,4+,Games
4661,Anime Studio Story,185580544,USD,4.99,Paid,65,4.5,4+,Games
4662,iFleeing,438854656,USD,0.99,Paid,69,2.5,4+,Games
4663,State Council - Official Chinese government app,60169216,USD,0.0,Free,25,4.0,4+,News
4664,iFleeing,435667968,USD,0.99,Paid,0,0.0,4+,Games
4665,Chocolate Candy Party - Fudge Madness,117302272,USD,0.0,Free,66,3.5,4+,Games
4666,iLive Pix - Spice Up Your Screen,2147328,USD,1.99,Paid,117,2.0,9+,Lifestyle
4667,ChatMate for WhatsApp,26032128,USD,2.99,Paid,148,4.0,4+,Social Networking
4668,Romulus APUSH Review,18200576,USD,3.99,Paid,28,3.5,4+,Education
4669,"Word Flow Keyboard - GIF, swipe, custom theme",92122112,USD,0.0,Free,3213,4.0,4+,Utilities
4670,SongFlip - Free Music Streamer,32579584,USD,0.0,Free,5004,4.5,4+,Music
4671,Kill the Plumber World,70197248,USD,2.99,Paid,69,4.0,12+,Games
4672,Fix My Car: Classic Muscle Mods Mechanic - Junkyard Blitz,102511616,USD,1.99,Paid,26,4.5,4+,Games
4673,Animately - Live Wallpapers,26862592,USD,1.99,Paid,233,1.5,4+,Entertainment
4674,Wooden Block Puzzle - Wood jigsaw fit 1010 matrix,50578432,USD,0.0,Free,44237,4.5,4+,Games
4675,Ice Road Trucker Parking Simulator 2 a Real Monster Truck Car Park Racing Game,230511616,USD,0.0,Free,228,4.5,4+,Games
4676,Pop The Circle,175391744,USD,0.0,Free,304,4.0,4+,Games
4677,Pocket Rush,386605056,USD,0.0,Free,85,4.0,12+,Games
4678,Golf Island,78748672,USD,0.0,Free,702,4.5,4+,Games
4679,Cookie Cats - a singing puzzle adventure,173197312,USD,0.0,Free,3687,5.0,4+,Games
4680,AirParrot Remote,20189184,USD,7.99,Paid,17,2.5,4+,Photo & Video
4681,FixYou-SNS,44669952,USD,0.0,Free,0,0.0,17+,Social Networking
4682,FINAL FANTASY BRAVE EXVIUS,108917760,USD,0.0,Free,28187,4.5,12+,Games
4683,Stickman Forest Swing,89943040,USD,0.0,Free,18,3.5,4+,Games
4684,No Limit Racer,65764352,USD,0.0,Free,40,3.5,4+,Games
4685,Dream Defense,237266944,USD,0.0,Free,432,4.5,12+,Games
4686,  -  ,313783296,USD,1.99,Paid,11,4.0,4+,Games
4687,Simulator Hoverboard,66310144,USD,0.0,Free,2198,2.0,4+,Games
4688,WordWhizzle,68079616,USD,0.0,Free,56054,4.5,4+,Games
4689,Delish Eatmoji Keyboard,29717504,USD,0.0,Free,154,2.5,4+,Food & Drink
4690,minimize,67985408,USD,2.99,Paid,37,4.0,4+,Games
4691,Online,209218560,USD,0.0,Free,0,0.0,12+,Games
4692,Pokmon Duel,184539136,USD,0.0,Free,7868,3.5,4+,Games
4693,Blitzrechnen 2 Klasse - Mathe lernen in der Grundschule mit Klett nach dem offiziellen Lehrplan,400217088,USD,3.99,Paid,0,0.0,4+,Education
4694,Summer Vacation - Fun at the Beach,95689728,USD,0.0,Free,144,4.0,4+,Games
4695,Custom Cam,17545216,USD,1.99,Paid,5,1.5,4+,Photo & Video
4696,Soundtrack Attack - Steven Universe Rhythm Runner,775102464,USD,0.0,Free,1872,4.0,9+,Games
4697,The Walking Dead: Michonne - A Telltale Miniseries,904699904,USD,4.99,Paid,303,3.0,17+,Games
4698,Dot Empires,110882816,USD,0.0,Free,47,2.5,9+,Games
4699,CelebrityCamera,13538304,USD,0.0,Free,0,0.0,4+,Entertainment
4700,"I, Viking",506650624,USD,0.0,Free,447,4.5,12+,Games
4701,Mekorama,9348096,USD,0.0,Free,8157,4.5,4+,Games
4702,Save Dan,515490816,USD,0.0,Free,571,4.0,12+,Games
4703,Asterix and Friends,167136256,USD,0.0,Free,219,4.5,9+,Games
4704,Oh She Glows - Healthy Plant-Based Recipes,69006336,USD,1.99,Paid,764,5.0,4+,Food & Drink
4705,Mystery Case Files: Key To Ravenhearst - A Mystery Hidden Object Game Full,1151292416,USD,6.99,Paid,134,4.5,9+,Games
4706,Droppy Balls,34074624,USD,0.0,Free,791,4.5,4+,Games
4707,Redemption Cemetery: Clock of Fate - A Mystery Hidden Object Game Full,1286004736,USD,6.99,Paid,53,4.0,9+,Games
4708,Off the Record: Liberty Stone - A Mystery Hidden Object Game Full,783089664,USD,6.99,Paid,57,4.0,9+,Games
4709,Wizard Swipe,59842560,USD,0.0,Free,226,4.5,4+,Games
4710,Build Away - Idle City Game,162522112,USD,0.0,Free,3065,4.5,4+,Games
4711,Subliminal Realms: The Masterpiece HD - A Hidden Object Mystery Full,1043179520,USD,6.99,Paid,115,4.5,9+,Games
4712,Busy Water,98591744,USD,3.99,Paid,13,3.5,4+,Education
4713,Final Cut: Fame Fatale - A Hidden Object Adventure Full,890288128,USD,6.99,Paid,57,3.5,9+,Games
4714,Pixomatic - layer based photo editor,117997568,USD,4.99,Paid,1396,4.5,12+,Photo & Video
4715,Circle Affinity,46349312,USD,0.0,Free,140,4.5,9+,Games
4716,LOUD on Planet X,761393152,USD,2.99,Paid,23,3.0,12+,Games
4717,Pugs Quest,163494912,USD,2.99,Paid,38,4.0,12+,Games
4718,Arcadecraft,150849536,USD,0.99,Paid,21,3.5,9+,Games
4719,Romwe shopping- Fashion Clothing for women,38983680,USD,0.0,Free,8558,5.0,4+,Shopping
4720,Brick Rage - Not for the Weak Heart,88905728,USD,0.0,Free,108,4.0,4+,Games
4721,Garfield: My BIG FAT Diet,294095872,USD,0.0,Free,236,4.0,4+,Games
4722,Jumping Balls,151495680,USD,0.0,Free,225,4.0,4+,Games
4723,VPN Pro | Lifetime Proxy  Best VPN by Betternet,12062720,USD,49.99,Paid,207,4.5,4+,Business
4724,Quest-ce que je sais vraiment ,17957888,USD,0.0,Free,0,0.0,4+,Entertainment
4725,Heavy Metal Tennis Training,64642048,USD,0.0,Free,107,3.0,9+,Games
4726,Fire and Fury: English Civil War,282439680,USD,1.99,Paid,5,4.0,12+,Games
4727,FabFocus - portraits with depth and bokeh,83113984,USD,3.99,Paid,244,4.0,4+,Photo & Video
4728,The Curio Society: Eclipse over Mesina HD - A Hidden Object Mystery Full,1543919616,USD,6.99,Paid,71,4.0,9+,Games
4729,Stack,115195904,USD,0.0,Free,69368,4.5,4+,Games
4730,WKC Dog Show 2017,15362048,USD,0.0,Free,30,2.5,17+,Sports
4731,Iron Mission- classic arcade shootem up,165141504,USD,0.0,Free,14,3.0,9+,Games
4732,Police Chase Race,172044288,USD,0.0,Free,59,4.0,4+,Games
4733,Galaxy Reavers-Space Strategy gameRTS,402762752,USD,0.0,Free,2778,4.5,4+,Games
4734,Barbie Dreamtopia - Magical Hair,471601152,USD,0.0,Free,1079,4.5,4+,Entertainment
4735,Furniture Mod PE,34369536,USD,1.99,Paid,63,1.5,4+,Games
4736,One Tap Tennis,125418496,USD,0.0,Free,779,4.0,4+,Games
4737,Stack the States 2,157441024,USD,2.99,Paid,158,4.5,4+,Education
4738,Cops - On Patrol,539533312,USD,0.0,Free,151,3.5,4+,Games
4739,Animation Throwdown: The Quest for Cards,358231040,USD,0.0,Free,18141,4.5,17+,Games
4740,Live Wallpapers  Themes Free - Moving Backgrounds,73891840,USD,0.0,Free,708,4.5,4+,Lifestyle
4741,"When you clear one,million yen CHANCE",43370496,USD,0.0,Free,0,0.0,17+,Games
4742,Tennis Club Story,194174976,USD,4.99,Paid,22,4.5,4+,Games
4743,Stretch Dungeon,111543296,USD,0.0,Free,1087,4.0,9+,Games
4744,PAW Patrol Pups Take Flight HD,361667584,USD,4.99,Paid,59,3.0,4+,Education
4745,PAW Patrol Pups Take Flight,361182208,USD,2.99,Paid,15,1.5,4+,Education
4746,Drive Simulator 2016,190241792,USD,1.99,Paid,19,4.5,4+,Games
4747,Bouncing Ball 2,101236736,USD,0.0,Free,128,4.0,4+,Games
4748,Risky Road,122281984,USD,0.0,Free,4226,4.5,4+,Games
4749,Hovercraft: Takedown - Custom Combat Cars,123773952,USD,0.0,Free,15290,4.5,9+,Games
4750,Suppin Detective: Expose their true visage,83026944,USD,0.0,Free,0,0.0,12+,Entertainment
4751,Car Factory Parking Simulator a Real Garage Repair Shop Racing Game,221317120,USD,0.0,Free,253,4.0,4+,Games
4752,NCIS: Hidden Crimes,118456320,USD,0.0,Free,4222,4.5,12+,Games
4753,Google Trips  Travel planner,55794688,USD,0.0,Free,329,3.0,4+,Travel
4754,Immortal Love: Letter From The Past Collectors Edition - A Magical Hidden Object Game Full,1121930240,USD,6.99,Paid,82,4.0,9+,Games
4755,Logic Traces,89832448,USD,0.0,Free,228,4.5,4+,Games
4756,Sable Maze: Twelve Fears HD - A Mystery Hidden Object Game Full,1254215680,USD,6.99,Paid,83,3.0,9+,Games
4757,AI  Scry: a remote viewing application powered by an alien psyche,17954816,USD,0.99,Paid,17,3.0,4+,Entertainment
4758,ThemeKit,97818624,USD,1.99,Paid,452,3.5,4+,Utilities
4759,Anitore EX Lets train together,133673984,USD,4.99,Paid,0,0.0,9+,Health & Fitness
4760,Handbrake Valet,66203648,USD,0.0,Free,1187,4.0,4+,Games
4761,INKS,375656448,USD,1.99,Paid,2869,4.5,4+,Games
4762,Ominous Objects: Trail of Time HD Full,1030500352,USD,6.99,Paid,34,3.5,9+,Games
4763,Dark Dimensions: Shadow Pirouette HD - A Scary Hidden Object Game Full,1217041408,USD,6.99,Paid,86,3.0,9+,Games
4764,Sheenoji - The Charlie Sheen Keyboard,48333824,USD,0.99,Paid,18,3.5,17+,Entertainment
4765,Wildfulness - Unwind in nature and calm your mind,109873152,USD,2.99,Paid,70,4.0,4+,Health & Fitness
4766,Escape Game : Escape from Okinawa,36832256,USD,0.0,Free,2,5.0,4+,Games
4767,Multiplayer for Minecraft PE Server Pocket Edition,32445440,USD,1.99,Paid,917,4.5,4+,Entertainment
4768,The Enchanted Books,195170304,USD,2.99,Paid,119,4.5,4+,Games
4769,CITB MAP HSE test 2016,24210432,USD,5.99,Paid,0,0.0,12+,Education
4770,CITB op/spec HSE test 2016,24169472,USD,5.99,Paid,0,0.0,12+,Education
4771,NEO TURF MASTERS,53506048,USD,2.99,Paid,96,4.5,4+,Games
4772,Pugmoji sticker keyboard by The BatPug,61099008,USD,1.99,Paid,76,3.5,4+,Utilities
4773,SkillTwins Football Game,192502784,USD,0.0,Free,332,4.5,4+,Games
4774,Haunted Legends: The Secret of Life - A Mystery Hidden Object Game Full,1317195776,USD,6.99,Paid,69,4.5,9+,Games
4775,Tiny Sea Adventure,92748800,USD,0.0,Free,87,3.5,4+,Games
4776,Bumper Jump,54568960,USD,0.0,Free,166,4.5,4+,Games
4777,Win the White House,437022720,USD,0.0,Free,123,3.5,4+,Education
4778,Wellbeyond Meditation for Kids,68709376,USD,0.0,Free,36,4.0,4+,Health & Fitness
4779,Benzomoji,9922560,USD,0.99,Paid,22,5.0,12+,Entertainment
4780,Vetmoji,10045440,USD,1.99,Paid,40,3.0,4+,Entertainment
4781,Justmoji,11343872,USD,1.99,Paid,914,5.0,9+,Entertainment
4782,Vector 2,272344064,USD,0.0,Free,554,4.5,9+,Games
4783,Mods for Pc  Addons for Minecraft Pocket Edition,33801216,USD,1.99,Paid,2419,4.5,4+,Entertainment
4784,GhostCodes - a discovery app for Snapchat,54652928,USD,0.0,Free,1313,4.5,12+,Social Networking
4785,Evil Dead: Endless Nightmare,259914752,USD,0.0,Free,171,4.5,17+,Games
4786,Lemon Lumberjacks Letter Mill,155712512,USD,0.0,Free,34,4.5,4+,Education
4787,KleptoCats,391116800,USD,0.0,Free,13300,4.5,4+,Games
4788,Monster Busters: Link Flash,125476864,USD,0.0,Free,42,4.5,4+,Games
4789,Dog Mendonca,534096896,USD,4.99,Paid,24,3.5,12+,Games
4790,Les Anges,58943488,USD,0.0,Free,0,0.0,17+,Entertainment
4791,Sudoku Pro Edition,8185856,USD,2.99,Paid,56,3.5,4+,Games
4792,Leap Day,196566016,USD,0.0,Free,3763,4.5,4+,Games
4793,Walls  Balls,113096704,USD,0.0,Free,110,4.0,4+,Games
4794,Note Rush: Learn Music Sight Reading + Piano Notes,224086016,USD,3.99,Paid,45,4.5,4+,Games
4795,ROMANCING SAGA 2,356268032,USD,17.99,Paid,58,4.0,12+,Games
4796,Teeter  Endless Arcade Balancer,112320512,USD,0.0,Free,50,4.0,4+,Games
4797,RPG  / ,237879296,USD,0.99,Paid,0,0.0,4+,Games
4798,Fake Message - Make a fake lock screen,7939072,USD,0.99,Paid,6,3.0,4+,Entertainment
4799,Gravity Square,151777280,USD,0.0,Free,58,2.5,4+,Games
4800,My Town : School,406969344,USD,2.99,Paid,138,4.0,4+,Entertainment
4801,Black Hole Joyrider,30263296,USD,0.99,Paid,8,2.5,4+,Games
4802,Mersenne Melodic Percussion Synthesizer,5267456,USD,5.99,Paid,17,4.5,4+,Music
4803,Letter Soup - Word Game,88837120,USD,0.0,Free,18358,4.5,4+,Games
4804,Figure Skater - Girls Makeup  Dressup Salon Game,90331136,USD,1.99,Paid,6,5.0,4+,Games
4805,Folioscope,19379200,USD,0.0,Free,339,4.5,12+,Entertainment
4806,Fear the Walking Dead: Dead RunTactical Runner,835548160,USD,0.0,Free,2533,4.5,17+,Games
4807,Journey of 1000 Stars,29959168,USD,1.99,Paid,22,4.5,4+,Games
4808,Versus Run,213704704,USD,0.0,Free,766,4.5,4+,Games
4809,Puzzlepops,132981760,USD,1.99,Paid,19,5.0,4+,Games
